,avganncount,avgdeathsperyear,target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,binnedinc,medianage,medianagemale,medianagefemale,geography,avghouseholdsize,percentmarried,pctnohs18_24,pcths18_24,pctsomecol18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctprivatecoveragealone,pctempprivcoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,pctmarriedhouseholds,birthrate,county,state,state_short,county_state,industry_share_manufacturing,industry_share_mineoilgas,uv,poppct_urban,poppct_rural,ratioemployment,ratiocoverage
10,113.0,36,121.4,413.3,54721,16252,12.7,0.0,"(54545.6, 61494.5]",54.4,54.0,54.6,"San Juan County, Washington",2.04,56.8,17.7,32.4,44.699999999999996,5.2,17.2,26.2,54.6,5.9,67.2,33.727617283950615,27.9,41.6,18.3,92.57332665,0.651792429,1.428929556,2.237402858,50.0389206,4.586129754,San Juan,Washington,WA,San Juan_WA,2.08859146529989,0.111771014309018,3117.0,0.0,100.0,5.829580840151422,1.2088751714677641
11,740.0,269,172.7,499.3,51395,121846,15.7,837.1222691,"(51046.4, 54545.6]",41.0,40.0,42.2,"Skagit County, Washington",2.56,53.6,25.5,33.8,37.6,3.1,26.7,15.9,47.802562889241656,8.2,64.4,45.93725651577504,38.0,38.1,20.2,85.59027341,0.806079954,1.887835902,6.226590583,52.93732685,5.818153266,Skagit,Washington,WA,Skagit_WA,30.9513252087907,0.0976419042623778,3324.0,70.98,29.02,5.829580840151422,1.2088751714677641
12,55.0,26,188.3,398.9,52673,11339,12.6,0.0,"(51046.4, 54545.6]",45.2,44.9,45.5,"Skamania County, Washington",2.49,54.4,20.0,43.8,33.800000000000004,2.4,29.2,14.2,51.5,8.3,64.4,49.7,42.6,36.1,20.5,93.41812683,0.844970204,0.978386552,0.773814818,52.94771969,4.805591962,Skamania,Washington,WA,Skamania_WA,8.59049576275868,0.465893982417566,3646.0,0.0,100.0,5.829580840151422,1.2088751714677641
13,3438.0,1118,165.3,493.4,71890,772501,9.9,138.5111476,"(61494.5, 125635]",37.6,36.6,38.7,"Snohomish County, Washington",2.68,52.1,15.4,33.3,43.0,8.3,24.3,20.9,62.1,7.5,73.3,61.6,54.3,25.9,14.1,78.83273756,2.595851085,9.51151338,2.252719804,52.72049671,4.729251068,Snohomish,Washington,WA,Snohomish_WA,27.478766939662403,0.09712081128312279,3394.0,89.18,10.82,5.829580840151422,1.2088751714677641
14,2265.0,901,171.0,440.7,50083,490945,16.3,462.3735856,"(48021.6, 51046.4]",37.2,35.7,38.7,"Spokane County, Washington",2.45,49.4,10.9,29.3,51.2,8.6,25.7,18.1,55.1,8.4,65.2,50.6,42.5,36.5,21.4,89.03816718,1.827041461,2.315985625,1.03362505,48.18837711,5.355835918,Spokane,Washington,WA,Spokane_WA,8.30342766228567,0.176896522010546,3826.0,86.33,13.67,5.829580840151422,1.2088751714677641
15,251.0,106,174.2,423.8,43823,43791,19.3,0.0,"(42724.4, 45201]",46.2,45.6,46.8,"Stevens County, Washington",2.44,57.2,25.1,35.3,35.70000000000001,3.9,34.4,10.7,46.3,9.4,58.3,39.3,33.9,45.8,24.1,89.17745936,0.489115459,0.603931294,0.865711399,55.21239889,3.631082062,Stevens,Washington,WA,Stevens_WA,10.616450534316101,1.38867397925399,3726.0,20.79,79.21,5.829580840151422,1.2088751714677641
16,1390.0,483,169.9,495.9,61653,269536,11.9,207.7644545,"(61494.5, 125635]",38.5,37.1,39.9,"Thurston County, Washington",2.52,52.4,14.8,31.7,46.2,7.4,22.7,20.3,56.5,8.5,74.5,55.4,43.5,30.7,13.7,82.58622199,2.839873174,5.83580425,1.226386727,50.87449211,5.180155167,Thurston,Washington,WA,Thurston_WA,2.8019209019704503,0.0224104755891122,3285.0,79.01,20.99,5.829580840151422,1.2088751714677641
17,32.0,12,153.8,463.2,51022,4042,13.9,0.0,"(48021.6, 51046.4]",52.1,51.5,53.1,"Wahkiakum County, Washington",2.31,53.5,37.2,20.8,37.8,4.2,33.1,10.1,35.7,10.6,64.7,38.6,35.2,49.7,20.4,92.96158612,0.123915737,1.140024783,0.0,53.37995338,0.535475234,Wahkiakum,Washington,WA,Wahkiakum_WA,3.4134054644266296,0.0,3245.0,0.0,100.0,5.829580840151422,1.2088751714677641
18,305.0,120,162.8,442.5,49819,60338,15.7,464.0525042,"(48021.6, 51046.4]",36.9,35.5,39.1,"Walla Walla County, Washington",2.5,46.5,13.7,29.2,51.49999999999999,5.6,22.6,16.4,54.5,6.4,65.7,47.6,40.0,38.0,18.8,86.23882396,1.649198004,1.617386063,5.63573653,49.3270649,4.138710893,Walla Walla,Washington,WA,Walla Walla_WA,19.4514674461797,0.00421380104117004,4057.0,82.88,17.12,5.829580840151422,1.2088751714677641
19,1081.0,367,163.3,490.9,53733,212284,15.7,249.6655424,"(51046.4, 54545.6]",36.5,35.6,37.5,"Whatcom County, Washington",2.53,47.5,9.4,22.1,60.8,7.7,23.0,21.3,57.8,8.2,68.7,54.6,44.8,31.9,17.4,85.4703042,0.880733945,3.925156929,2.425881217,48.06875024,4.4729858,Whatcom,Washington,WA,Whatcom_WA,20.578365759818,0.204009351396306,3265.0,74.13,25.87,5.829580840151422,1.2088751714677641
20,134.0,50,140.8,390.5,41837,48177,28.4,0.0,"(40362.7, 42724.4]",24.2,24.4,23.9,"Whitman County, Washington",2.31,36.1,1.2,16.4,72.10000000000001,10.3,17.4,25.7,53.4,8.8,78.3,66.2,53.8,22.9,11.9,83.58260051,2.154609838,7.614951751,1.61542247,40.55405483,3.304159034,Whitman,Washington,WA,Whitman_WA,17.044590346525,0.0583224441463885,3923.0,72.47,27.53,5.829580840151422,1.2088751714677641
21,958.0,403,169.4,411.0,44342,248830,20.5,301.4106016,"(42724.4, 45201]",32.5,31.6,33.6,"Yakima County, Washington",3.05,48.6,28.7,39.3,29.0,3.0,27.8,9.8,56.0,9.0,54.6,42.3,30.8,35.7,22.4,78.02051672,0.842737502,1.089697989,12.95026838,50.66898414,6.560611666,Yakima,Washington,WA,Yakima_WA,8.1927815778987,0.0477890072542116,3934.0,76.48,23.52,5.829580840151422,1.2088751714677641
22,94.0,41,189.7,445.2,35615,16704,21.5,0.0,"(34218.1, 37413.8]",41.5,40.9,42.1,"Barbour County, West Virginia",2.68,52.0,9.8,36.1,45.8,8.3,47.1,7.9,46.5,9.0,55.6,40.1,36.5,44.8,26.4,96.84418146,0.836770068,0.37654653,0.029884645,55.28885946,2.292860865,Barbour,West Virginia,WV,Barbour_WV,0.0,40.0088824495175,3799.0,16.28,83.72,5.378136576501014,1.0564285465570329
23,499.0,215,206.1,463.1,56737,111901,13.2,89.3647063,"(54545.6, 61494.5]",38.4,38.0,38.6,"Berkeley County, West Virginia",0.0263,51.8,17.0,40.8,32.2,10.0,38.2,12.7,58.7,9.7,70.0,52.504498763884534,49.7,33.1,17.3,87.80122144,7.333247489,1.052205585,0.905963725,51.52350516,4.872468117,Berkeley,West Virginia,WV,Berkeley_WV,8.53880263215278,0.0633284214392812,3991.0,68.37,31.63,5.378136576501014,1.0564285465570329
24,152.0,70,236.7,501.8,37625,23372,22.1,0.0,"(37413.8, 40362.7]",41.9,41.2,43.2,"Boone County, West Virginia",2.5,55.2,21.3,42.9,30.600000000000005,5.2,49.4,5.4,39.5,9.2,60.2,42.8,41.3,46.3,25.4,98.3125,0.675,0.091666667,0.129166667,53.06378967,4.220287661,Boone,West Virginia,WV,Boone_WV,0.553681759842402,35.2344897803513,3969.0,18.59,81.41,5.378136576501014,1.0564285465570329
25,80.0,40,196.3,396.6,33817,14415,22.2,0.0,"[22640, 34218.1]",44.5,43.7,45.3,"Braxton County, West Virginia",2.51,52.4,32.6,46.2,17.800000000000004,3.4,49.1,8.5,44.3,14.4,56.1,41.9,38.9,43.4,25.4,97.91234619,0.497718789,0.0,0.0,53.27269485,5.469020422,Braxton,West Virginia,WV,Braxton_WV,7.8851707262709,2.01292124335008,3874.0,0.0,100.0,5.378136576501014,1.0564285465570329
26,164.0,69,186.2,481.6,43572,23350,15.1,0.0,"(42724.4, 45201]",45.9,44.1,48.0,"Brooke County, West Virginia",2.26,50.3,11.1,30.6,54.50000000000001,3.8,43.7,11.0,51.9,6.4,68.3,49.5,46.4,39.7,19.4,96.81808578,1.745193323,0.515529263,0.063384745,47.58723829,4.970530452,Brooke,West Virginia,WV,Brooke_WV,40.2053119102016,10.7355716698123,3766.0,57.87,42.13,5.378136576501014,1.0564285465570329
27,564.0,237,194.0,483.4,34887,96844,21.9,330.4283177,"(34218.1, 37413.8]",38.5,36.9,39.9,"Cabell County, West Virginia",2.32,43.0,9.7,28.2,50.599999999999994,11.5,31.9,14.8,50.3,6.8,63.3,48.2,44.4,39.0,21.7,91.06936297,4.818020326,1.189787656,0.228249194,40.76501639,4.521925134,Cabell,West Virginia,WV,Cabell_WV,11.765783342968799,0.0494104679050698,3929.0,78.44,21.56,5.378136576501014,1.0564285465570329
28,50.0,25,226.5,459.9,32162,7470,21.8,0.0,"[22640, 34218.1]",47.0,47.6,46.5,"Calhoun County, West Virginia",2.44,55.7,11.6,31.4,57.00000000000001,0.0,48.9,7.6,39.9,18.1,52.4,36.5,35.1,46.0,25.2,98.25327511,0.09262935,0.052931057,0.026465529,53.33333333,4.780114723,Calhoun,West Virginia,WV,Calhoun_WV,0.0,36.5134948426594,3865.0,0.0,100.0,5.378136576501014,1.0564285465570329
29,70.0,26,212.9,591.0,32961,8910,25.1,4938.271605,"[22640, 34218.1]",43.3,43.4,43.3,"Clay County, West Virginia",2.62,55.8,19.5,51.1,29.4,0.0,49.1,5.8,39.6,12.3,48.7,33.7,32.6,52.0,32.5,98.04178974,0.0,0.0,0.043758889,58.09248555,8.753056235,Clay,West Virginia,WV,Clay_WV,0.0,10.7496313615048,3915.0,0.0,100.0,5.378136576501014,1.0564285465570329
30,25.0,19,185.6,234.0,41838,8176,17.4,0.0,"(40362.7, 42724.4]",43.7,41.8,45.5,"Doddridge County, West Virginia",2.85,45.8,26.2,61.7,10.1,1.9,44.3,8.8,41.0,6.5,55.2,37.7,35.5,45.2,25.4,96.67113767,1.085233508,0.085355444,0.0,53.92670157,6.016466118,Doddridge,West Virginia,WV,Doddridge_WV,0.0,88.02264896807081,3807.0,0.0,100.0,5.378136576501014,1.0564285465570329
31,280.0,137,217.0,457.0,36739,44997,21.4,0.0,"(34218.1, 37413.8]",43.2,42.0,45.1,"Fayette County, West Virginia",2.47,50.9,17.3,49.3,29.000000000000007,4.4,44.4,8.4,42.6,9.2,53.4,36.1,34.0,47.8,27.8,93.37637809,5.160978609,0.103219572,0.230596917,49.88397759,6.526136485,Fayette,West Virginia,WV,Fayette_WV,4.74397546653252,14.4930298251894,3967.0,42.13,57.87,5.378136576501014,1.0564285465570329
32,45.0,21,209.9,463.1,32705,8518,28.9,0.0,"[22640, 34218.1]",38.4,37.4,41.2,"Gilmer County, West Virginia",2.4,43.2,7.8,29.4,58.900000000000006,3.9,36.6,9.8,37.1,9.4,61.3,43.524856118149756,41.2,39.0,18.8,81.55946321,10.89773253,0.323924109,1.353540028,52.58746356,2.328431373,Gilmer,West Virginia,WV,Gilmer_WV,9.03497645395034,16.9006692035166,3848.0,39.28,60.72,5.378136576501014,1.0564285465570329
33,58.0,22,128.0,356.3,41039,11766,17.0,0.0,"(40362.7, 42724.4]",45.6,45.5,45.7,"Grant County, West Virginia",0.028,50.5,16.3,41.5,33.8,8.4,50.2,7.0,51.3,6.7,65.1,48.0,44.5,42.4,21.2,97.37621667,1.379602201,0.0,0.110029623,55.4011976,3.528435035,Grant,West Virginia,WV,Grant_WV,7.7294558097772,0.9835002283361901,3874.0,21.32,78.68,5.378136576501014,1.0564285465570329
34,250.0,103,195.1,494.9,36996,35516,21.1,0.0,"(34218.1, 37413.8]",45.3,44.6,46.7,"Greenbrier County, West Virginia",2.28,52.2,22.4,36.6,27.8,13.3,44.0,11.2,48.2,7.2,61.9,43.3,39.1,43.0,22.1,94.14288118,2.299108395,0.38692312,0.42617619,47.48027903,4.354354354,Greenbrier,West Virginia,WV,Greenbrier_WV,6.47799022779501,4.78321459892598,3997.0,30.26,69.74,5.378136576501014,1.0564285465570329
35,145.0,66,212.1,475.1,35980,23353,21.2,0.0,"(34218.1, 37413.8]",44.6,44.0,45.1,"Hampshire County, West Virginia",2.25,38.7,21.5,47.4,25.8,5.3,50.0,6.9,46.0,8.1,50.5,38.2,35.6,44.7,31.1,97.15827033,1.422988701,0.03398182,0.097697732,33.68648224,2.28320067,Hampshire,West Virginia,WV,Hampshire_WV,4.20568179895433,0.669024212788278,3942.0,0.0,100.0,5.378136576501014,1.0564285465570329
36,218.0,85,184.1,495.0,48178,29815,12.9,0.0,"(48021.6, 51046.4]",45.6,44.1,47.9,"Hancock County, West Virginia",2.32,51.8,20.0,23.8,41.400000000000006,14.8,42.8,12.6,53.2,7.2,69.5,50.3,46.7,37.6,17.1,95.71537366,2.238336479,0.248336148,0.0,48.44113541,5.693029274,Hancock,West Virginia,WV,Hancock_WV,56.9062408212074,0.356218341058855,3753.0,69.69,30.31,5.378136576501014,1.0564285465570329
37,68.0,29,153.0,374.9,41010,13852,15.3,0.0,"(40362.7, 42724.4]",44.5,44.2,45.0,"Hardy County, West Virginia",2.69,50.1,24.9,54.2,16.999999999999993,3.9,47.7,9.3,53.7,7.9,65.8,49.54649883352484,46.9,38.2,19.1,94.69001148,4.355625718,0.46641791,0.215269805,51.41582622,2.955003358,Hardy,West Virginia,WV,Hardy_WV,33.933623807914095,0.0,3943.0,19.48,80.52,5.378136576501014,1.0564285465570329
38,449.0,192,206.7,506.6,42121,68714,13.9,160.0838257,"(40362.7, 42724.4]",42.0,40.5,43.5,"Harrison County, West Virginia",2.48,52.4,17.7,38.6,34.2,9.5,39.5,13.5,53.0,7.4,64.0,47.3,44.0,39.5,21.3,95.67378765,1.820342619,0.526102206,0.155076959,49.69820377,5.060383303,Harrison,West Virginia,WV,Harrison_WV,4.73812386996553,8.91198467650929,3798.0,62.95,37.05,5.378136576501014,1.0564285465570329
39,182.0,78,194.2,475.8,41121,29237,16.7,0.0,"(40362.7, 42724.4]",42.6,41.2,44.1,"Jackson County, West Virginia",2.62,54.5,13.7,41.2,35.9,9.2,41.1,11.7,46.8,6.8,66.9,48.8,45.6,40.6,21.3,97.40224228,0.66311184,0.201668034,0.061525841,55.45062062,4.735242361,Jackson,West Virginia,WV,Jackson_WV,15.5324175739856,1.36304277449213,3880.0,28.56,71.44,5.378136576501014,1.0564285465570329
40,245.0,101,178.2,423.7,66950,56482,10.2,0.0,"(61494.5, 125635]",39.7,39.9,39.3,"Jefferson County, West Virginia",2.65,53.3,14.1,24.5,55.3,6.2,32.1,18.2,60.3,8.4,73.3,58.6,53.8,29.2,14.6,88.24211251,6.96562466,1.622776832,0.56688521,54.09965078,4.995519713,Jefferson,West Virginia,WV,Jefferson_WV,3.7652540843333604,0.548639829051497,4028.0,51.63,48.37,5.378136576501014,1.0564285465570329
41,1285.0,539,205.4,508.7,43936,188332,16.8,191.1517958,"(42724.4, 45201]",42.8,40.9,44.3,"Kanawha County, West Virginia",2.28,47.9,20.4,33.0,38.99999999999999,7.6,37.3,14.7,54.1,7.0,66.0,48.6,45.4,39.4,20.4,88.72214738,4.475812581,1.100738543,0.189222197,43.74346505,4.091266719,Kanawha,West Virginia,WV,Kanawha_WV,6.5899547325118,3.6662469575382204,3938.0,74.81,25.19,5.378136576501014,1.0564285465570329
42,124.0,50,218.4,553.0,40568,16448,20.0,0.0,"(40362.7, 42724.4]",43.3,42.2,44.7,"Lewis County, West Virginia",2.48,50.6,15.6,41.8,32.80000000000001,9.8,49.7,9.3,47.1,7.2,56.4,39.4,35.5,46.8,26.9,97.8094195,0.535475234,0.261652671,0.0,49.87741342,4.374100719,Lewis,West Virginia,WV,Lewis_WV,1.7921477912976502,19.3324938030245,3827.0,31.01,68.99,5.378136576501014,1.0564285465570329
43,139.0,60,226.9,513.2,34295,21415,24.4,46.69624095,"(34218.1, 37413.8]",41.9,41.4,42.8,"Lincoln County, West Virginia",2.69,50.6,16.9,50.7,27.2,5.2,43.4,5.7,42.2,10.1,51.7,34.3,31.7,52.6,31.6,98.32560297,0.477736549,0.269016698,0.0,52.9271954,2.635983264,Lincoln,West Virginia,WV,Lincoln_WV,0.556283288996093,14.1102064134154,3954.0,0.0,100.0,5.378136576501014,1.0564285465570329
44,245.0,113,240.1,523.9,36437,34707,20.2,28.81263146,"(34218.1, 37413.8]",42.6,41.5,44.1,"Logan County, West Virginia",2.5,53.1,15.0,45.9,36.9,2.2,41.6,5.5,40.5,10.9,56.1,40.5,39.9,45.5,25.8,96.44574944,2.192393736,0.363534676,0.164988814,52.33924375,4.195713917,Logan,West Virginia,WV,Logan_WV,2.51000957102718,35.8651162218139,3987.0,29.25,70.75,5.378136576501014,1.0564285465570329
45,137.0,70,234.8,457.1,24707,19835,34.9,0.0,"[22640, 34218.1]",44.1,41.5,46.5,"McDowell County, West Virginia",2.39,46.0,32.3,51.6,13.000000000000002,3.1,43.9,3.2,27.0,13.3,39.7,24.3,23.4,58.5,37.7,89.35679262,9.157773291,0.0,0.572060379,44.26650367,3.860072376,McDowell,West Virginia,WV,McDowell_WV,0.0,39.118711045370205,4048.0,14.01,85.99,5.378136576501014,1.0564285465570329
46,373.0,144,188.8,510.9,43729,56925,17.9,0.0,"(42724.4, 45201]",41.1,39.7,42.7,"Marion County, West Virginia",2.47,51.0,11.2,34.4,49.0,5.4,40.9,14.5,26.35286922485497,4.9,67.6,51.23678450801609,48.5,35.7,18.3,93.95492164,3.62211657,0.515935904,0.0,49.46399182,5.113459745,Marion,West Virginia,WV,Marion_WV,4.52671347872316,24.4796006644977,3785.0,58.52,41.48,5.378136576501014,1.0564285465570329
47,208.0,87,184.6,456.3,43356,31978,15.2,0.0,"(42724.4, 45201]",44.3,42.9,46.5,"Marshall County, West Virginia",2.36,57.7,8.5,45.9,36.400000000000006,9.2,45.1,11.4,50.9,7.0,70.3,50.4,47.8,37.5,17.0,97.66625616,0.858990148,0.406403941,0.172413793,55.3172673,3.174132305,Marshall,West Virginia,WV,Marshall_WV,14.1920559228963,43.1487516461786,3774.0,51.01,48.99,5.378136576501014,1.0564285465570329
48,168.0,78,209.5,463.4,35799,27037,20.6,1146.576913,"(34218.1, 37413.8]",43.0,42.3,44.1,"Mason County, West Virginia",2.44,51.6,23.1,42.5,31.100000000000005,3.3,47.5,7.8,41.2,10.3,59.6,41.6,39.0,47.6,26.6,97.86584244,0.724877654,0.058873312,0.099348714,50.71046319,3.66910141,Mason,West Virginia,WV,Mason_WV,30.851988228573102,0.671024142946985,3893.0,34.99,65.01,5.378136576501014,1.0564285465570329
49,418.0,184,210.0,493.8,35046,61164,20.5,81.74743313,"(34218.1, 37413.8]",42.3,40.6,43.7,"Mercer County, West Virginia",2.39,50.6,14.0,37.3,42.6,6.1,37.9,12.5,46.6,5.1,56.4,37.92578482139748,35.9,48.2,27.1,91.14249245,5.857071303,0.654376242,0.177731819,48.3713803,4.807972069,Mercer,West Virginia,WV,Mercer_WV,5.07295564544843,0.958806247171705,4062.0,59.27,40.73,5.378136576501014,1.0564285465570329
50,170.0,76,198.4,456.6,40012,27451,16.1,0.0,"(37413.8, 40362.7]",43.2,42.1,44.4,"Mineral County, West Virginia",2.4,44.2,9.5,48.4,37.3,4.8,50.2,8.5,47.0,8.8,58.6,45.1,41.6,39.4,23.3,94.81534859,3.145379211,0.299045217,0.169338858,42.97381269,7.391231312,Mineral,West Virginia,WV,Mineral_WV,40.130571814498,0.458979711568635,3890.0,35.41,64.59,5.378136576501014,1.0564285465570329
51,163.0,76,240.8,507.0,29839,25292,28.1,0.0,"[22640, 34218.1]",41.7,40.4,42.7,"Mingo County, West Virginia",2.38,55.6,17.2,47.3,34.9,0.6,41.0,5.4,38.1,14.1,51.6,35.6,34.1,50.9,31.3,96.08962246,1.415294435,0.408777139,0.327792989,52.14865363,2.796024928,Mingo,West Virginia,WV,Mingo_WV,1.8838853295189601,47.8612351652462,3999.0,10.26,89.74,5.378136576501014,1.0564285465570329
52,382.0,132,155.9,444.5,43835,104236,22.5,95.9361449,"(42724.4, 45201]",30.0,28.5,31.3,"Monongalia County, West Virginia",2.56,37.2,3.5,23.8,58.2,14.5,29.9,20.6,55.4,5.8,76.5,63.8,57.1,23.3,12.4,90.57717276,3.597002007,3.150450486,0.353110123,40.42122317,4.001671717,Monongalia,West Virginia,WV,Monongalia_WV,16.6990685662885,2.2790366196904,3784.0,73.14,26.86,5.378136576501014,1.0564285465570329
53,86.0,39,190.7,434.6,36351,13506,19.3,0.0,"(34218.1, 37413.8]",46.6,45.4,48.3,"Monroe County, West Virginia",2.3,56.8,10.6,42.0,47.0,0.3,49.4,8.7,48.0,7.3,60.5,40.4,36.6,45.2,23.7,97.65619224,0.695009242,0.0,0.0,53.16042597,6.07651913,Monroe,West Virginia,WV,Monroe_WV,24.1445178675105,0.0,4085.0,11.48,88.52,5.378136576501014,1.0564285465570329
54,105.0,52,209.7,425.4,44446,17524,13.0,0.0,"(42724.4, 45201]",46.1,45.8,46.6,"Morgan County, West Virginia",2.36,47.7,13.3,53.1,26.0,7.6,41.2,11.1,49.3,12.3,63.7,40.56685618779006,38.4,38.4,17.3,97.35622318,0.772532189,0.417739628,0.0,45.14153511,4.090035685,Morgan,West Virginia,WV,Morgan_WV,5.16783075766742,10.8723349648939,3954.0,0.0,100.0,5.378136576501014,1.0564285465570329
55,160.0,72,199.8,455.5,36375,25594,19.6,0.0,"(34218.1, 37413.8]",43.4,42.3,44.7,"Nicholas County, West Virginia",2.39,57.9,14.7,44.2,39.8,1.3,48.0,8.2,46.5,8.4,61.6,44.58128466470679,42.2,44.1,23.5,99.32896259,0.034708831,0.208252989,0.0,55.74302401,3.346456693,Nicholas,West Virginia,WV,Nicholas_WV,12.991876371984102,8.71597932287181,3923.0,12.84,87.16,5.378136576501014,1.0564285465570329
